C,C,A,B,A,B
B,B,D,B,A,B
C,C,A,B,A,B
B,B,D,B,A,B
B,B,D,B,A,B
B,B,D,B,A,D
B,B,D,B,A,B
B,B,D,B,A,D
C,B,D,B,A,B
B,B,D,B,A,B
B,B,A,B,A,D
B,B,D,B,A,B
B,B,D,B,A,B
B,B,D,B,A,B
C,B,D,B,A,D
C,B,D,B,A,D
B,B,D,B,A,B
B,C,D,B,A,D
B,C,D,B,D,B
B,C,D,B,A,B
B,B,A,B,D,D
B,B,D,B,D,D
B,B,A,B,A,D
C,C,D,B,A,B
B,B,D,B,A,D
B,B,D,B,D,B
B,B,D,B,B,B
B,B,A,B,A,B
B,B,D,B,A,D
B,C,D,B,A,B
B,C,D,B,A,B
B,C,D,B,A,B
C,C,B,B,A,D
C,B,D,B,A,B
B,C,D,B,A,D
B,C,D,B,A,D
C,C,D,B,B,B
B,C,D,B,A,D
B,B,D,B,D,B
C,B,D,B,B,D
B,C,D,B,A,B
B,C,D,B,D,B
B,C,D,B,D,B
B,B,D,B,B,D
C,B,A,B,B,D
C,B,D,B,A,B
B,C,D,B,A,D
C,C,D,B,A,D
C,C,D,B,B,D
B,B,D,A,B,D
B,B,D,B,D,B
B,B,A,B,A,D
B,B,D,B,B,D
C,B,D,B,D,D
B,C,B,B,D,D
B,C,B,B,B,D
B,C,D,B,B,D
B,B,D,A,A,B
B,B,D,A,D,B
B,C,D,A,D,B
B,C,D,B,A,D
B,C,D,B,A,B
B,C,D,B,A,B
C,C,D,B,B,D
B,A,D,A,A,D
B,B,D,B,A,B
C,B,D,B,D,B
C,B,D,B,A,B
B,B,D,B,B,D
B,C,D,B,B,D
B,C,A,B,A,D
B,C,D,B,B,D
B,C,D,B,A,B
B,B,A,B,A,D
C,B,D,B,A,D
C,C,D,B,B,D
B,C,D,A,A,B
C,C,B,B,B,B
B,C,D,B,A,D
B,C,B,B,A,D
B,C,D,A,B,A
C,C,D,B,A,D
B,B,D,B,A,D
C,B,D,A,B,B
B,B,D,A,A,B
B,B,A,B,A,B
B,B,D,B,B,B
B,C,D,B,A,A
B,C,A,B,A,D
B,A,D,A,B,B
B,B,D,B,B,B
B,B,D,B,B,B
B,B,D,B,A,B
B,B,D,B,D,D
B,B,D,B,A,D
C,B,D,B,A,B
A,B,D,A,A,B
A,B,D,A,A,B
C,B,D,B,A,B
B,C,D,B,B,D
B,C,A,B,A,D
B,C,D,B,B,D
B,C,D,B,B,D
B,C,D,B,A,A
B,C,D,B,A,B
B,C,D,B,A,D
C,C,A,B,A,D
B,C,A,B,B,D
A,A,D,A,B,B
B,A,D,B,D,D
B,B,A,A,A,A
A,B,D,B,A,D
B,B,D,B,B,D
C,B,D,A,D,D
B,B,D,B,A,D
C,B,D,B,A,B
B,B,D,A,B,D
A,B,D,A,A,D
B,C,D,B,A,D
C,C,D,B,A,B
B,C,D,B,B,D
B,C,A,B,D,D
B,A,D,A,A,D
B,B,D,B,D,D
C,B,D,B,A,B
B,B,D,B,A,D
A,B,D,B,B,B
A,B,D,B,A,D
C,C,B,A,A,D
B,C,B,B,A,B
B,C,B,B,B,D
B,C,A,B,B,D
B,C,D,B,B,D
A,C,D,B,D,D
B,A,D,A,A,B
A,B,D,B,B,D
B,B,D,B,A,D
B,B,A,B,B,A
B,B,A,A,A,D
B,B,D,B,A,B
B,B,D,B,B,D
B,B,D,A,B,D
A,B,D,A,B,D
B,B,D,B,D,B
A,C,A,B,A,D
B,C,B,B,A,D
B,C,B,B,B,B
B,C,D,B,D,A
B,C,D,B,A,B
C,A,B,B,A,D
B,A,B,B,A,D
C,A,D,B,A,D
A,B,A,A,B,D
B,B,D,B,A,D
C,B,D,B,B,A
B,B,A,A,D,D
A,B,D,B,A,D
C,B,D,B,B,D
B,B,A,A,D,D
B,B,B,B,A,B
C,B,D,B,A,D
B,B,B,B,B,D
B,B,D,A,B,D
B,B,D,B,A,B
C,B,B,B,A,D
B,B,D,A,A,D
C,C,A,B,B,D
B,C,D,B,B,D
C,C,D,A,B,D
B,C,D,B,A,D
C,C,D,B,A,D
B,C,B,A,B,D
B,C,D,B,B,B
C,A,B,B,B,D
B,B,A,B,A,D
B,B,B,B,A,D
B,B,D,A,B,D
B,B,D,A,B,D
A,B,D,B,A,D
B,B,D,A,A,B
A,B,D,B,A,B
B,B,A,B,B,D
C,B,D,B,A,D
B,B,D,B,A,D
B,B,A,B,B,D
C,C,D,B,A,D
B,C,D,B,A,D
B,C,B,A,B,D
C,C,A,B,D,D
B,C,D,B,B,D
B,C,D,B,A,D
B,C,D,B,A,D
A,C,A,A,A,D
C,C,A,B,A,D
A,C,D,B,A,D
B,A,A,B,A,A
B,B,A,A,A,A
B,B,D,A,A,A
B,B,A,B,A,B
C,B,A,B,A,B
